STATIONS_ID; MESS_DATUM_BEGINN; MESS_DATUM_ENDE; QUALITAETS_NIVEAU; ART; NIEDERSCHLAGSHOEHE;NEUSCHNEEHOEHE;SCHNEEHOEHE; max(NIEDERSCHLAGSHOEHE);eor
  3973;19310101;19310131;   5;   2;   193.0;   -999;   -999;   28.0;eor
  3973;19310201;19310228;   5;   2;    75.8;   -999;   -999;   25.5;eor
  3973;19310301;19310331;   5;   2;    21.3;   -999;   -999;    5.2;eor
  3973;19310401;19310430;   5;   2;   130.7;   -999;   -999;   18.0;eor
  3973;19310501;19310531;   5;   2;    55.9;   -999;   -999;   13.0;eor
  3973;19310601;19310630;   5;   2;    88.9;   -999;   -999;   19.7;eor
  3973;19310701;19310731;   5;   2;   185.8;   -999;   -999;   35.5;eor
  3973;19310801;19310831;   5;   2;   186.6;   -999;   -999;   45.7;eor
  3973;19310901;19310930;   5;   2;   206.0;   -999;   -999;   36.1;eor
  3973;19311001;19311031;   5;   2;   108.7;   -999;   -999;   20.4;eor
  3973;19311101;19311130;   5;   2;    23.1;   -999;   -999;    6.3;eor
  3973;19311201;19311231;   5;   2;   135.9;   -999;   -999;   32.5;eor
  3973;19320101;19320131;   5;   2;   207.6;   -999;   -999;  114.6;eor
  3973;19320201;19320229;   5;   2;    51.8;   -999;   -999;    8.3;eor
  3973;19320301;19320331;   5;   2;    54.2;   -999;   -999;   10.5;eor
  3973;19320401;19320430;   5;   2;   172.5;   -999;   -999;   38.6;eor
  3973;19320501;19320531;   5;   2;   112.5;   -999;   -999;   22.7;eor
  3973;19320601;19320630;   5;   2;    57.5;   -999;   -999;   24.5;eor
  3973;19320701;19320731;   5;   2;   116.2;   -999;   -999;   22.3;eor
  3973;19320801;19320831;   5;   2;    35.4;   -999;   -999;    8.4;eor
  3973;19320901;19320930;   5;   2;   196.9;   -999;   -999;   53.3;eor
  3973;19321001;19321031;   5;   2;   240.8;   -999;   -999;   36.4;eor
  3973;19321101;19321130;   5;   2;    82.3;   -999;   -999;   15.6;eor
  3973;19321201;19321231;   5;   2;    22.2;   -999;   -999;    5.6;eor
  3973;19330101;19330131;   5;   2;    48.3;   -999;   -999;    8.9;eor
  3973;19330201;19330228;   5;   2;   147.7;   -999;   -999;   28.2;eor
  3973;19330301;19330331;   5;   2;    65.1;   -999;   -999;   16.7;eor
  3973;19330401;19330430;   5;   2;    90.6;   -999;   -999;   20.2;eor
  3973;19330501;19330531;   5;   2;    76.6;   -999;   -999;   10.5;eor
  3973;19330601;19330630;   5;   2;   252.6;   -999;   -999;   49.4;eor
  3973;19330701;19330731;   5;   2;   112.5;   -999;   -999;   34.3;eor
  3973;19330801;19330831;   5;   2;    98.1;   -999;   -999;   35.2;eor
  3973;19330901;19330930;   5;   2;    49.6;   -999;   -999;   18.6;eor
  3973;19331001;19331031;   5;   2;   156.6;   -999;   -999;   30.0;eor
  3973;19331101;19331130;   5;   2;    76.6;   -999;   -999;   13.9;eor
  3973;19331201;19331231;   5;   2;    27.7;   -999;   -999;    5.6;eor
  3973;19340101;19340131;   5;   2;   103.1;   -999;   -999;   17.9;eor
  3973;19340201;19340228;   5;   2;   122.0;   -999;   -999;   46.5;eor
  3973;19340301;19340331;   5;   2;    58.1;   -999;   -999;   14.4;eor
  3973;19340401;19340430;   5;   2;    31.9;   -999;   -999;   15.2;eor
  3973;19340501;19340531;   5;   2;    55.9;   -999;   -999;   33.8;eor
  3973;19340601;19340630;   5;   2;    99.0;   -999;   -999;   25.1;eor
  3973;19340701;19340731;   5;   2;   100.5;   -999;   -999;   29.5;eor
  3973;19340801;19340831;   5;   2;    87.9;   -999;   -999;   18.1;eor
  3973;19340901;19340930;   5;   2;    35.2;   -999;   -999;   10.3;eor
  3973;19341001;19341031;   5;   2;   177.7;   -999;   -999;   43.8;eor
  3973;19341101;19341130;   5;   2;    53.2;   -999;   -999;   15.2;eor
  3973;19341201;19341231;   5;   2;    94.0;   -999;   -999;   25.2;eor
  3973;19350101;19350131;   5;   2;   139.6;   -999;   -999;   34.5;eor
  3973;19350201;19350228;   5;   2;   186.4;   -999;   -999;   31.2;eor
  3973;19350301;19350331;   5;   2;    80.0;   -999;   -999;   19.4;eor
  3973;19350401;19350430;   5;   2;   168.7;   -999;   -999;   24.2;eor
  3973;19350501;19350531;   5;   2;    62.1;   -999;   -999;   25.8;eor
  3973;19350601;19350630;   5;   2;   150.8;   -999;   -999;   30.9;eor
  3973;19350701;19350731;   5;   2;   128.0;   -999;   -999;   33.4;eor
  3973;19350801;19350831;   5;   2;    49.6;   -999;   -999;   28.5;eor
  3973;19350901;19350930;   5;   2;   171.3;   -999;   -999;   41.4;eor
  3973;19351001;19351031;   5;   2;   206.1;   -999;   -999;   74.6;eor
  3973;19351101;19351130;   5;   2;    73.6;   -999;   -999;   36.9;eor
  3973;19351201;19351231;   5;   2;    78.2;   -999;   -999;   25.1;eor
  3973;19360101;19360131;   5;   2;   109.9;   -999;   -999;   21.4;eor
  3973;19360201;19360229;   5;   2;   104.1;   -999;   -999;   21.1;eor
  3973;19360301;19360331;   5;   2;    31.5;   -999;   -999;    5.1;eor
  3973;19360401;19360430;   5;   2;   138.0;   -999;   -999;   28.5;eor
  3973;19360501;19360531;   5;   2;    39.9;   -999;   -999;    8.0;eor
  3973;19360601;19360630;   5;   2;    45.9;   -999;   -999;   21.2;eor
  3973;19360701;19360731;   5;   2;   103.9;   -999;   -999;   21.5;eor
  3973;19360801;19360831;   5;   2;   105.6;   -999;   -999;   18.0;eor
  3973;19360901;19360930;   5;   2;   138.4;   -999;   -999;   42.2;eor
  3973;19361001;19361031;   5;   2;   186.7;   -999;   -999;   21.6;eor
  3973;19361101;19361130;   5;   2;   115.8;   -999;   -999;   28.2;eor
  3973;19361201;19361231;   5;   2;    70.2;   -999;   -999;   11.5;eor
  3973;19370101;19370131;   5;   2;   136.4;   -999;   -999;   21.2;eor
  3973;19370201;19370228;   5;   2;   232.1;   -999;   -999;   23.8;eor
  3973;19370301;19370331;   5;   2;    92.9;   -999;   -999;   11.4;eor
  3973;19370401;19370430;   5;   2;   142.8;   -999;   -999;   24.3;eor
  3973;19370501;19370531;   5;   2;   118.9;   -999;   -999;   23.4;eor
  3973;19370601;19370630;   5;   2;   112.9;   -999;   -999;   22.9;eor
  3973;19370701;19370731;   5;   2;   170.7;   -999;   -999;   68.2;eor
  3973;19370801;19370831;   5;   2;   132.6;   -999;   -999;   28.0;eor
  3973;19370901;19370930;   5;   2;    65.8;   -999;   -999;   19.4;eor
  3973;19371001;19371031;   5;   2;    56.8;   -999;   -999;   15.3;eor
  3973;19371101;19371130;   5;   2;    62.5;   -999;   -999;   11.6;eor
  3973;19371201;19371231;   5;   2;    79.7;   -999;   -999;   11.3;eor
  3973;19380101;19380131;   5;   2;   251.3;   -999;   -999;   46.3;eor
  3973;19380201;19380228;   5;   2;    94.7;   -999;   -999;   25.2;eor
  3973;19380301;19380331;   5;   2;    66.4;   -999;   -999;   11.3;eor
  3973;19380401;19380430;   5;   2;    72.2;   -999;   -999;   13.4;eor
  3973;19380501;19380531;   5;   2;   107.4;   -999;   -999;   15.8;eor
  3973;19380601;19380630;   5;   2;    60.0;   -999;   -999;   16.8;eor
  3973;19380701;19380731;   5;   2;   183.2;   -999;   -999;   37.3;eor
  3973;19380801;19380831;   5;   2;    96.1;   -999;   -999;   14.2;eor
  3973;19380901;19380930;   5;   2;    45.1;   -999;   -999;   15.6;eor
  3973;19381001;19381031;   5;   2;   143.6;   -999;   -999;   27.6;eor
  3973;19381101;19381130;   5;   2;    98.4;   -999;   -999;   21.4;eor
  3973;19381201;19381231;   5;   2;    90.0;   -999;   -999;   22.8;eor
  3973;19390101;19390131;   5;   2;   135.3;   -999;   -999;   19.2;eor
  3973;19390201;19390228;   5;   2;    75.7;   -999;   -999;   19.4;eor
  3973;19390301;19390331;   5;   2;   147.2;   -999;   -999;   32.5;eor
  3973;19390401;19390430;   5;   2;   122.6;   -999;   -999;   21.2;eor
  3973;19390501;19390531;   5;   2;    62.4;   -999;   -999;   21.8;eor
  3973;19390601;19390630;   5;   2;    46.9;   -999;   -999;   19.5;eor
  3973;19390701;19390731;   5;   2;    78.1;   -999;   -999;   11.5;eor
  3973;19390801;19390831;   5;   2;    89.9;   -999;   -999;   26.8;eor
  3973;19390901;19390930;   5;   2;   117.6;   -999;   -999;   31.4;eor
  3973;19391001;19391031;   5;   2;   144.9;   -999;   -999;   25.8;eor
  3973;19391101;19391130;   5;   2;   247.4;   -999;   -999;   39.4;eor
  3973;19391201;19391231;   5;   2;    67.6;   -999;   -999;   13.9;eor
  3973;19400101;19400131;   5;   2;    31.0;   -999;   -999;    8.4;eor
  3973;19400201;19400229;   5;   2;    41.0;   -999;   -999;    8.4;eor
  3973;19400301;19400331;   5;   2;   184.6;   -999;   -999;   31.9;eor
  3973;19400401;19400430;   5;   2;    98.1;   -999;   -999;   16.8;eor
  3973;19400501;19400531;   5;   2;    35.4;   -999;   -999;    8.7;eor
  3973;19400601;19400630;   5;   2;    31.6;   -999;   -999;   16.1;eor
  3973;19400701;19400731;   5;   2;   200.6;   -999;   -999;   42.6;eor
  3973;19400801;19400831;   5;   2;   180.7;   -999;   -999;   23.3;eor
  3973;19400901;19400930;   5;   2;   117.3;   -999;   -999;   17.9;eor
  3973;19401001;19401031;   5;   2;    49.0;   -999;   -999;    7.6;eor
  3973;19401101;19401130;   5;   2;   167.2;   -999;   -999;   45.4;eor
  3973;19401201;19401231;   5;   2;   169.6;   -999;   -999;   39.8;eor
  3973;19410101;19410131;   5;   2;    90.0;   -999;   -999;   25.6;eor
  3973;19410201;19410228;   5;   2;    71.1;   -999;   -999;   15.8;eor
  3973;19410301;19410331;   5;   2;    71.9;   -999;   -999;   16.7;eor
  3973;19410401;19410430;   5;   2;    68.2;   -999;   -999;   30.2;eor
  3973;19410501;19410531;   5;   2;   102.3;   -999;   -999;   38.5;eor
  3973;19410601;19410630;   5;   2;    83.2;   -999;   -999;   23.8;eor
  3973;19410701;19410731;   5;   2;   107.9;   -999;   -999;   44.6;eor
  3973;19410801;19410831;   5;   2;   192.8;   -999;   -999;   21.6;eor
  3973;19410901;19410930;   5;   2;   122.9;   -999;   -999;   37.1;eor
  3973;19411001;19411031;   5;   2;   298.5;   -999;   -999;   52.2;eor
  3973;19411101;19411130;   5;   2;    58.9;   -999;   -999;   13.1;eor
  3973;19411201;19411231;   5;   2;   227.3;   -999;   -999;   24.6;eor
  3973;19420101;19420131;   5;   2;    40.3;   -999;   -999;   10.8;eor
  3973;19420201;19420228;   5;   2;    85.4;   -999;   -999;   24.1;eor
  3973;19420301;19420331;   5;   2;    50.8;   -999;   -999;   16.3;eor
  3973;19420401;19420430;   5;   2;    51.2;   -999;   -999;   17.9;eor
  3973;19420501;19420531;   5;   2;   110.2;   -999;   -999;   12.7;eor
  3973;19420601;19420630;   5;   2;    84.3;   -999;   -999;   18.2;eor
  3973;19420701;19420731;   5;   2;   248.6;   -999;   -999;   66.2;eor
  3973;19420801;19420831;   5;   2;    41.7;   -999;   -999;   22.9;eor
  3973;19420901;19420930;   5;   2;    63.0;   -999;   -999;   22.3;eor
  3973;19421001;19421031;   5;   2;   202.4;   -999;   -999;   37.8;eor
  3973;19421101;19421130;   5;   2;   126.0;   -999;   -999;   22.8;eor
  3973;19421201;19421231;   5;   2;    70.9;   -999;   -999;   16.9;eor
  3973;19430101;19430131;   5;   2;    85.9;   -999;   -999;   14.6;eor
  3973;19430201;19430228;   5;   2;   114.5;   -999;   -999;   18.4;eor
  3973;19430301;19430331;   5;   2;    34.5;   -999;   -999;    9.5;eor
  3973;19430401;19430430;   5;   2;   131.3;   -999;   -999;   17.5;eor
  3973;19430501;19430531;   5;   2;    50.9;   -999;   -999;   13.7;eor
  3973;19430601;19430630;   5;   2;   163.8;   -999;   -999;   37.2;eor
  3973;19430701;19430731;   5;   2;    68.1;   -999;   -999;   17.9;eor
  3973;19430801;19430831;   5;   2;   231.2;   -999;   -999;   61.3;eor
  3973;19430901;19430930;   5;   2;    46.5;   -999;   -999;   10.9;eor
  3973;19431001;19431031;   5;   2;    20.6;   -999;   -999;   10.3;eor
  3973;19431101;19431130;   5;   2;   157.3;   -999;   -999;   28.8;eor
  3973;19431201;19431231;   5;   2;    53.5;   -999;   -999;   12.3;eor
  3973;19440101;19440131;   5;   2;   298.0;   -999;   -999;   62.4;eor
  3973;19440201;19440229;   5;   2;   137.3;   -999;   -999;   14.2;eor
  3973;19440301;19440331;   5;   2;   215.1;   -999;   -999;   29.1;eor
  3973;19440401;19440430;   5;   2;   127.7;   -999;   -999;   26.1;eor
  3973;19440501;19440531;   5;   2;    72.5;   -999;   -999;   22.1;eor
  3973;19440601;19440630;   5;   2;   143.7;   -999;   -999;   18.3;eor
  3973;19440701;19440731;   5;   2;   197.8;   -999;   -999;   56.7;eor
  3973;19440801;19440831;   5;   2;    26.3;   -999;   -999;    8.2;eor
  3973;19440901;19440930;   5;   2;    72.8;   -999;   -999;   18.8;eor
  3973;19441001;19441031;   5;   2;   106.4;   -999;   -999;   26.2;eor
  3973;19441101;19441130;   5;   2;   180.3;   -999;   -999;   20.2;eor
  3973;19441201;19441231;   5;   2;   132.6;   -999;   -999;   26.0;eor
  3973;19470101;19470131;   5;   2;    67.2;   -999;   -999;   11.2;eor
  3973;19470201;19470228;   5;   2;    23.9;   -999;   -999;    5.1;eor
  3973;19470301;19470331;   5;   2;   110.4;   -999;   -999;   21.8;eor
  3973;19470401;19470430;   5;   2;   101.9;   -999;   -999;   29.4;eor
  3973;19470501;19470531;   5;   2;    28.2;   -999;   -999;    9.3;eor
  3973;19470601;19470630;   5;   2;   183.4;   -999;   -999;   50.3;eor
  3973;19470701;19470731;   5;   2;    78.4;   -999;   -999;   24.7;eor
  3973;19470801;19470831;   5;   2;    59.0;   -999;   -999;   26.8;eor
  3973;19470901;19470930;   5;   2;    91.8;   -999;   -999;   33.8;eor
  3973;19471001;19471031;   5;   2;    32.4;   -999;   -999;   10.7;eor
  3973;19471101;19471130;   5;   2;   327.4;   -999;   -999;   73.6;eor
  3973;19471201;19471231;   5;   2;   285.6;   -999;   -999;   50.6;eor
