STATIONS_ID; MESS_DATUM_BEGINN; MESS_DATUM_ENDE; QUALITAETS_NIVEAU; ART; NIEDERSCHLAGSHOEHE;NEUSCHNEEHOEHE;SCHNEEHOEHE; max(NIEDERSCHLAGSHOEHE);eor
    34;19270101;19270131;   5;   2;    48.0;   -999;   -999;-999;eor
    34;19270201;19270228;   5;   2;    49.0;   -999;   -999;-999;eor
    34;19270301;19270331;   5;   2;    51.0;   -999;   -999;-999;eor
    34;19270401;19270430;   5;   2;    79.0;   -999;   -999;-999;eor
    34;19270501;19270531;   5;   2;    30.0;   -999;   -999;-999;eor
    34;19270601;19270630;   5;   2;    94.0;   -999;   -999;-999;eor
    34;19270701;19270731;   5;   2;    50.0;   -999;   -999;-999;eor
    34;19270801;19270831;   5;   2;    96.0;   -999;   -999;-999;eor
    34;19270901;19270930;   5;   2;   132.0;   -999;   -999;-999;eor
    34;19271001;19271031;   5;   2;    30.0;   -999;   -999;-999;eor
    34;19271101;19271130;   5;   2;   100.0;   -999;   -999;-999;eor
    34;19271201;19271231;   5;   2;    35.0;   -999;   -999;-999;eor
    34;19380101;19380131;   5;   2;   107.0;   -999;   -999;-999;eor
    34;19380201;19380228;   5;   2;    70.0;   -999;   -999;-999;eor
    34;19380301;19380331;   5;   2;    17.0;   -999;   -999;-999;eor
    34;19380401;19380430;   5;   2;    48.0;   -999;   -999;-999;eor
    34;19380501;19380531;   5;   2;    67.0;   -999;   -999;-999;eor
    34;19380601;19380630;   5;   2;    79.0;   -999;   -999;-999;eor
    34;19380701;19380731;   5;   2;   125.0;   -999;   -999;-999;eor
    34;19380801;19380831;   5;   2;   101.0;   -999;   -999;-999;eor
    34;19380901;19380930;   5;   2;    56.0;   -999;   -999;-999;eor
    34;19381001;19381031;   5;   2;    98.0;   -999;   -999;-999;eor
    34;19381101;19381130;   5;   2;    36.0;   -999;   -999;-999;eor
    34;19381201;19381231;   5;   2;    46.0;   -999;   -999;-999;eor
    34;19390101;19390131;   5;   2;    80.0;   -999;   -999;-999;eor
    34;19390201;19390228;   5;   2;    37.0;   -999;   -999;-999;eor
    34;19390301;19390331;   5;   2;    94.0;   -999;   -999;-999;eor
    34;19390401;19390430;   5;   2;    75.0;   -999;   -999;-999;eor
    34;19390501;19390531;   5;   2;    98.0;   -999;   -999;-999;eor
    34;19390601;19390630;   5;   2;    43.0;   -999;   -999;-999;eor
    34;19390701;19390731;   5;   2;   119.0;   -999;   -999;-999;eor
    34;19390801;19390831;   5;   2;   103.0;   -999;   -999;-999;eor
    34;19390901;19390930;   5;   2;   159.0;   -999;   -999;-999;eor
    34;19391001;19391031;   5;   2;   166.0;   -999;   -999;-999;eor
    34;19391101;19391130;   5;   2;   106.0;   -999;   -999;-999;eor
    34;19391201;19391231;   5;   2;    43.0;   -999;   -999;-999;eor
    34;19400101;19400131;   5;   2;    38.0;   -999;   -999;-999;eor
    34;19400201;19400229;   5;   2;    49.0;   -999;   -999;-999;eor
    34;19400301;19400331;   5;   2;    87.0;   -999;   -999;-999;eor
    34;19400401;19400430;   5;   2;    39.0;   -999;   -999;-999;eor
    34;19400501;19400531;   5;   2;    42.0;   -999;   -999;-999;eor
    34;19400601;19400630;   5;   2;    68.0;   -999;   -999;-999;eor
    34;19400701;19400731;   5;   2;   177.0;   -999;   -999;-999;eor
    34;19400801;19400831;   5;   2;    93.0;   -999;   -999;-999;eor
    34;19400901;19400930;   5;   2;   146.0;   -999;   -999;-999;eor
    34;19401001;19401031;   5;   2;    23.0;   -999;   -999;-999;eor
    34;19401101;19401130;   5;   2;    95.0;   -999;   -999;-999;eor
    34;19401201;19401231;   5;   2;    60.0;   -999;   -999;-999;eor
    34;19410101;19410131;   5;   2;    70.1;   -999;   -999;   11.7;eor
    34;19410201;19410228;   5;   2;    59.0;   -999;   -999;   14.6;eor
    34;19410301;19410331;   5;   2;    95.2;   -999;   -999;   21.4;eor
    34;19410401;19410430;   5;   2;    58.9;   -999;   -999;   19.0;eor
    34;19410501;19410531;   5;   2;   119.2;   -999;   -999;   31.3;eor
    34;19410601;19410630;   5;   2;   127.6;   -999;   -999;   38.5;eor
    34;19410701;19410731;   5;   2;    48.7;   -999;   -999;   14.3;eor
    34;19410801;19410831;   5;   2;   101.9;   -999;   -999;   17.0;eor
    34;19410901;19410930;   5;   2;    36.4;   -999;   -999;   13.3;eor
    34;19411001;19411031;   5;   2;   161.1;   -999;   -999;   29.4;eor
    34;19411101;19411130;   5;   2;    40.2;   -999;   -999;   12.5;eor
    34;19411201;19411231;   5;   2;    92.3;   -999;   -999;   15.8;eor
    34;19420101;19420131;   5;   2;    73.1;   -999;   -999;   21.0;eor
    34;19420201;19420228;   5;   2;    40.0;   -999;   -999;    8.8;eor
    34;19420301;19420331;   5;   2;    64.8;   -999;   -999;   24.0;eor
    34;19420401;19420430;   5;   2;    32.4;   -999;   -999;   10.8;eor
    34;19420501;19420531;   5;   2;    92.4;   -999;   -999;   16.0;eor
    34;19420601;19420630;   5;   2;    38.3;   -999;   -999;    6.5;eor
    34;19420701;19420731;   5;   2;   193.0;   -999;   -999;   64.5;eor
    34;19420801;19420831;   5;   2;    56.9;   -999;   -999;   18.2;eor
    34;19420901;19420930;   5;   2;    41.8;   -999;   -999;   13.5;eor
    34;19421001;19421031;   5;   2;   102.4;   -999;   -999;   21.3;eor
    34;19421101;19421130;   5;   2;    43.3;   -999;   -999;   14.0;eor
    34;19421201;19421231;   5;   2;    26.7;   -999;   -999;    9.3;eor
    34;19430101;19430131;   5;   2;    62.1;   -999;   -999;   17.6;eor
    34;19430201;19430228;   5;   2;    25.7;   -999;   -999;    8.6;eor
    34;19430301;19430331;   5;   2;    18.5;   -999;   -999;    7.2;eor
    34;19430401;19430430;   5;   2;    93.1;   -999;   -999;   31.8;eor
    34;19430501;19430531;   5;   2;    73.9;   -999;   -999;   16.6;eor
    34;19430601;19430630;   5;   2;    96.5;   -999;   -999;   19.0;eor
    34;19430701;19430731;   5;   2;    64.2;   -999;   -999;   10.1;eor
    34;19430801;19430831;   5;   2;    39.1;   -999;   -999;   21.0;eor
