STATIONS_ID; MESS_DATUM_BEGINN; MESS_DATUM_ENDE; QUALITAETS_NIVEAU; ART; NIEDERSCHLAGSHOEHE;NEUSCHNEEHOEHE;SCHNEEHOEHE; max(NIEDERSCHLAGSHOEHE);eor
    57;19780101;19780131;   5;   2;    32.1;   -999;   -999;    8.1;eor
    57;19780201;19780228;   5;   2;    49.8;   -999;   -999;   11.1;eor
    57;19780301;19780331;   5;   2;    72.3;   -999;   -999;   13.3;eor
    57;19780401;19780430;   5;   2;    35.7;   -999;   -999;   12.1;eor
    57;19780501;19780531;   5;   2;   145.5;   -999;   -999;   35.9;eor
    57;19780601;19780630;   5;   2;   109.1;   -999;   -999;   30.5;eor
    57;19780701;19780731;   5;   2;    94.0;   -999;   -999;   26.5;eor
    57;19780801;19780831;   5;   2;    76.6;   -999;   -999;   35.4;eor
    57;19780901;19780930;   5;   2;    51.6;   -999;   -999;   15.9;eor
    57;19781001;19781031;   5;   2;    59.6;   -999;   -999;   13.5;eor
    57;19781101;19781130;   5;   2;    11.0;   -999;   -999;    2.7;eor
    57;19781201;19781231;   5;   2;    37.5;   -999;   -999;   17.1;eor
    57;19790101;19790131;   5;   2;    54.8;     57;    198;    8.8;eor
    57;19790201;19790228;   5;   2;    34.2;     12;     44;    7.4;eor
    57;19790301;19790331;   5;   2;    75.7;      4;      4;   20.1;eor
    57;19790401;19790430;   5;   2;    68.2;      2;      2;    9.5;eor
    57;19790501;19790531;   5;   2;    40.4;      0;      0;   11.4;eor
    57;19790601;19790630;   5;   2;   129.4;      0;      0;   29.7;eor
    57;19790701;19790731;   5;   2;    61.0;      0;      0;   13.6;eor
    57;19790801;19790831;   5;   2;    87.7;      0;      0;   10.7;eor
    57;19790901;19790930;   5;   2;    93.4;      0;      0;   37.1;eor
    57;19791001;19791031;   5;   2;    17.9;      0;      0;    9.0;eor
    57;19791101;19791130;   5;   2;    63.5;      0;      0;   18.6;eor
    57;19791201;19791231;   5;   2;    28.0;     11;     20;    6.2;eor
    57;19800101;19800131;   5;   2;    41.8;     14;     35;    8.0;eor
    57;19800201;19800229;   5;   2;    35.8;      0;      0;   12.9;eor
    57;19800301;19800331;   5;   2;    32.9;      5;      5;    8.1;eor
    57;19800401;19800430;   5;   2;    79.9;     12;     14;   22.6;eor
    57;19800501;19800531;   5;   2;    41.6;      0;      0;    9.3;eor
    57;19800601;19800630;   5;   2;    97.0;      0;      0;   20.4;eor
    57;19800701;19800731;   5;   2;   136.2;      0;      0;   38.4;eor
    57;19800801;19800831;   5;   2;    62.5;      0;      0;   26.9;eor
    57;19800901;19800930;   5;   2;    44.4;      0;      0;   13.1;eor
    57;19801001;19801031;   5;   2;    86.2;      0;      0;   19.5;eor
    57;19801101;19801130;   5;   2;    22.7;     13;     20;    7.2;eor
    57;19801201;19801231;   5;   2;    39.7;     35;    119;   12.1;eor
    57;19810101;19810131;  10;   2;    57.1;     50;    164;    8.9;eor
    57;19810201;19810228;  10;   2;    36.8;     10;     22;   20.5;eor
    57;19810301;19810331;  10;   2;    38.7;      5;      5;    8.3;eor
    57;19810401;19810430;  10;   2;    25.2;      1;      1;    7.7;eor
    57;19810501;19810531;  10;   2;    90.3;      0;      0;   28.1;eor
    57;19810601;19810630;  10;   2;    66.8;      0;      0;   13.4;eor
    57;19810701;19810731;  10;   2;   152.3;      0;      0;   34.7;eor
    57;19810801;19810831;  10;   2;    55.0;      0;      0;   17.8;eor
    57;19810901;19810930;  10;   2;   120.3;      0;      0;   32.6;eor
    57;19811001;19811031;  10;   2;   168.9;      1;      1;   27.6;eor
    57;19811101;19811130;  10;   2;    55.0;     13;     14;   19.8;eor
    57;19811201;19811231;  10;   2;   111.7;     91;    392;   18.2;eor
    57;19820101;19820131;  10;   2;    82.6;     49;    492;   18.5;eor
    57;19820201;19820228;  10;   2;     8.6;      5;     10;    2.7;eor
    57;19820301;19820331;  10;   2;    36.3;      0;      0;    9.7;eor
    57;19820401;19820430;  10;   2;    43.0;      2;      2;    9.3;eor
    57;19820501;19820531;  10;   2;    47.6;      0;      0;   17.1;eor
    57;19820601;19820630;  10;   2;   121.2;      0;      0;   16.4;eor
    57;19820701;19820731;  10;   2;   162.9;      0;      0;   73.6;eor
    57;19820801;19820831;  10;   2;    70.3;      0;      0;   15.2;eor
    57;19820901;19820930;  10;   2;    47.0;      0;      0;   19.6;eor
