stat_id,height,lat,lon,date_start,date_end,locale
761,0,53.969,9.2367,19940414,20031231,"Buchholz (-Moor), Kreis Dithmarschen"
765,455,50.1746,7.0781,19890629,20081231,Büchel
767,460,48.6582,13.5461,19900701,20051231,Büchlberg-Kammerwetzdorf
770,140,52.1667,11,19821001,19830701,Büddenstedt
771,140,50.2949,9.1217,19461203,19510314,Büdingen
772,190,48.69,8.17,18920401,19510606,Bühlertal
773,478,48.6743,8.1799,19860501,20041231,Bühlertal-Obertal
776,297,51.4862,9.6752,19361001,20041130,Bühren
777,58,52.32,11.3503,19810601,20011231,Bülstringen
779,710,47.7694,7.8274,19731101,19960229,Bürchau
780,252,51.544,8.5615,19880608,20061231,Büren
782,215,51.609,8.654,19370401,20061231,Büren-Wewelsburg
783,250,50.9419,11.7552,19360101,19421231,Bürgel
787,7,54.1333,8.8667,19610101,19910630,Büsum (Stadt)
790,306,48.7167,8.25,19510101,19761231,Bütthof
792,10,53.85,12.0167,19640616,19990831,Bützow-Wolken
793,530,49.662,7.1098,19920101,19941108,Buhlenberg
794,10,53.7667,9.7333,19610101,20061231,Bullenkuhlen
795,335,50.2152,10.5231,19690101,20010228,Bundorf
798,6,54,9.2667,19310101,19891231,"Burg, Kreis Dithmarschen"
799,10,54.45,11.2,19790101,19960430,Burg/Fehmarn
800,55,51.8368,14.144,19680918,20010703,Burg/Spreewald
802,56,52.45,10,19510101,19951231,Burgdorf
804,85,50.2113,7.3911,19720615,20020331,"Burgen, Kreis Mayen-Koblenz"
805,110,51.5,14.3833,19860801,20061231,Burghammer-Burgneudorf
806,107,51.4833,14.3667,19630101,19901231,Burghammer-Burgneudorf 1
809,450,50.556,11.718,19970101,20021231,Burgk
810,425,48.1785,12.7256,19771101,19971031,Burgkirchen-Gendorf
813,370,49.2167,12.0333,19521201,19811231,Burglengenfeld
818,305,51.0068,8.7498,19861201,20041231,Burgwald-Wiesenfeld
819,40,52.5608,9.8494,19670101,19971231,Burgwedel-Fuhrberg
821,436,49.1443,10.5024,19870801,20051231,Burk-Meierndorf
